ID,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
3225,0.22,0.2,0.16,0.05,0.63
3226,0.31,0.24,0,0.08,0.63
3227,0.18,0.06,0.34,0.04,0.63
3228,0,0,0.59,0.04,0.63
3229,0.4,0.17,0,0.05,0.63
3230,0.11,0.03,0.15,0.34,0.63
3231,0.35,0.24,0,0.04,0.63
3232,0.41,0.16,0,0.05,0.63
3233,0.35,0.22,0,0.06,0.63
3234,0.22,0.27,0.01,0.11,0.63
3235,0.26,0.29,0,0.07,0.63
3236,0.35,0.24,0,0.04,0.63
3237,0.48,0.13,0,0.02,0.63
3238,0.3,0,0.32,0,0.62
3239,0,0,0.62,0,0.62
3240,0.38,0.22,0,0.03,0.62
3241,0.4,0.2,0,0.03,0.62
3242,0.35,0.24,0,0.04,0.62
3243,0.3,0.26,0,0.06,0.62
3244,0.21,0.22,0.11,0.09,0.62
3245,0.16,0.13,0.29,0.04,0.62
3246,0.35,0.24,0,0.04,0.62
3247,0.22,0.23,0.08,0.09,0.62
3248,0.48,0.13,0,0.02,0.62
3249,0.15,0.42,0,0.05,0.62
3250,0.58,0.03,0,0.01,0.62
3251,0.47,0.13,0,0.02,0.62
3252,0.29,0.28,0,0.06,0.62
3253,0.1,0.23,0.22,0.08,0.62
3254,0.36,0.2,0,0.06,0.62
3255,0.3,0.24,0,0.08,0.62
3256,0.26,0.2,0.07,0.09,0.62
3257,0,0.04,0.57,0.01,0.62
3258,0.35,0.21,0,0.06,0.62
3259,0.38,0.1,0.12,0.02,0.62
3260,0.37,0.22,0,0.03,0.62
3261,0.4,0.2,0,0.02,0.62
3262,0.17,0.34,0.02,0.09,0.62
3263,0.34,0.23,0,0.04,0.62
3264,0.58,0,0,0.04,0.62
3265,0.3,0.24,0,0.08,0.62
3266,0.57,0.01,0,0.04,0.62
3267,0.14,0.14,0.27,0.06,0.62
3268,0.58,0.03,0,0.01,0.62
3269,0.27,0.18,0.09,0.08,0.62
3270,0.25,0.23,0,0.14,0.62
3271,0.21,0.14,0.23,0.04,0.62
3272,0.3,0.24,0,0.08,0.62
3273,0,0,0.62,0,0.62
3274,0.48,0.12,0,0.02,0.62
3275,0.34,0.17,0,0.11,0.62
3276,0,0,0.62,0,0.62
3277,0,0,0.62,0,0.62
3278,0.29,0.26,0,0.07,0.62
3279,0.59,0.03,0,0,0.62
3280,0,0,0.62,0,0.62
3281,0,0,0.62,0,0.62
3282,0.59,0.02,0,0,0.62
3283,0,0,0.58,0.04,0.62
3284,0,0.57,0.04,0,0.61
3285,0.33,0.13,0.11,0.04,0.61
3286,0.56,0,0,0.05,0.61
3287,0,0.04,0,0.57,0.61
3288,0.35,0.15,0,0.11,0.61
3289,0.21,0.29,0.01,0.11,0.61
3290,0.46,0.13,0,0.02,0.61
3291,0.02,0.02,0.57,0.01,0.61
3292,0.12,0.11,0.34,0.05,0.61
3293,0.39,0.18,0,0.05,0.61
3294,0.44,0.16,0,0.01,0.61
3295,0.3,0.23,0,0.08,0.61
3296,0.44,0.16,0,0.01,0.61
3297,0.35,0.21,0,0.05,0.61
3298,0.46,0.1,0,0.05,0.61
3299,0.33,0.23,0,0.05,0.61
3300,0.5,0.07,0,0.04,0.61
3301,0.44,0.16,0,0.01,0.61
3302,0.3,0.23,0,0.08,0.61
3303,0.58,0,0,0.03,0.61
3304,0,0,0.61,0,0.61
3305,0.09,0.44,0,0.07,0.61
3306,0.24,0.17,0.14,0.05,0.61
3307,0.34,0.23,0,0.04,0.61
3308,0.09,0.07,0.42,0.03,0.61
3309,0.31,0.24,0,0.06,0.61
3310,0.37,0.21,0,0.03,0.61
3311,0.34,0.23,0,0.04,0.61
3312,0.47,0.09,0.01,0.04,0.61
3313,0.18,0.27,0,0.15,0.61
3314,0.56,0,0,0.05,0.61
3315,0.33,0.03,0.21,0.03,0.61
3316,0.56,0,0,0.05,0.61
3317,0.56,0,0,0.05,0.61
3318,0.32,0.23,0,0.06,0.61
3319,0.27,0.1,0.22,0.01,0.61
3320,0.44,0.16,0,0.01,0.61
3321,0.34,0.23,0,0.04,0.61
3322,0.44,0.16,0,0.01,0.61
3323,0.44,0.16,0,0.01,0.61
3324,0.47,0.12,0,0.02,0.61
3325,0.33,0.21,0,0.06,0.61
3326,0.37,0.16,0.01,0.06,0.61
3327,0.43,0.16,0,0.01,0.61
3328,0.58,0.02,0,0,0.61
3329,0.51,0.05,0,0.05,0.61
3330,0.43,0.16,0,0.01,0.61
3331,0.34,0.2,0,0.06,0.61
3332,0.5,0.02,0,0.08,0.61
3333,0.31,0.24,0,0.06,0.61
3334,0.3,0.24,0,0.06,0.61
3335,0.11,0.14,0.33,0.02,0.6
3336,0.43,0.16,0,0.01,0.6
3337,0.19,0.11,0.25,0.06,0.6
3338,0.43,0.16,0,0.01,0.6
3339,0.5,0.02,0,0.08,0.6
3340,0.4,0.1,0.09,0.02,0.6
3341,0.3,0.23,0,0.08,0.6
3342,0.42,0.16,0,0.02,0.6
3343,0,0,0.6,0,0.6
3344,0.28,0.25,0,0.06,0.6
3345,0.5,0.02,0,0.08,0.6
3346,0.36,0.19,0,0.05,0.6
3347,0.33,0.22,0,0.05,0.6
3348,0.26,0.28,0,0.07,0.6
3349,0.18,0.19,0.2,0.04,0.6
3350,0.38,0.15,0,0.08,0.6
3351,0.31,0.22,0.03,0.05,0.6
3352,0.22,0.25,0.04,0.09,0.6
3353,0.12,0.37,0,0.1,0.6
3354,0.21,0.14,0.21,0.04,0.6
3355,0.13,0.18,0,0.29,0.6
3356,0.29,0.23,0,0.08,0.6
3357,0.22,0.24,0,0.14,0.6
3358,0.5,0.02,0,0.08,0.6
3359,0,0,0.6,0,0.6
3360,0.29,0.23,0,0.08,0.6
3361,0.34,0.21,0,0.05,0.6
3362,0.37,0.08,0.14,0.01,0.6
3363,0.09,0.26,0.23,0.02,0.6
3364,0.4,0.15,0,0.06,0.6
3365,0.29,0.23,0,0.08,0.6
3366,0.32,0.23,0,0.04,0.6
3367,0,0,0.56,0.04,0.6
3368,0,0,0.56,0.04,0.6
3369,0.49,0.03,0.03,0.05,0.6
3370,0.24,0.25,0,0.11,0.6
3371,0.25,0.28,0,0.06,0.6
3372,0.33,0.23,0,0.04,0.6
3373,0.55,0.01,0,0.04,0.6
3374,0,0,0.6,0,0.6
3375,0.4,0.13,0,0.07,0.6
3376,0.38,0.16,0,0.05,0.6
3377,0.34,0.2,0,0.06,0.6
3378,0.26,0.24,0,0.1,0.6
3379,0.29,0.23,0,0.08,0.6
3380,0.31,0.22,0,0.06,0.6
3381,0.29,0.22,0,0.09,0.6
3382,0,0,0.6,0,0.6
3383,0.26,0,0.31,0.02,0.6
3384,0,0.53,0,0.06,0.59
3385,0.29,0.23,0,0.08,0.59
3386,0.13,0.35,0,0.11,0.59
3387,0.07,0.46,0,0.07,0.59
3388,0.15,0.38,0,0.07,0.59
3389,0,0,0.59,0,0.59
3390,0.56,0,0,0.03,0.59
3391,0,0,0.56,0.04,0.59
3392,0.15,0.34,0,0.1,0.59
3393,0.33,0.22,0,0.04,0.59
3394,0.33,0.22,0,0.04,0.59
3395,0.46,0.12,0,0.02,0.59
3396,0.23,0.11,0.23,0.03,0.59
3397,0.31,0.22,0,0.06,0.59
3398,0.17,0.28,0.05,0.1,0.59
3399,0.33,0.22,0,0.04,0.59
3400,0.19,0.31,0,0.09,0.59
3401,0,0,0.55,0.04,0.59
3402,0.29,0.23,0,0.08,0.59
3403,0,0,0.59,0,0.59
3404,0.21,0.24,0,0.14,0.59
3405,0.55,0.03,0,0.01,0.59
3406,0.24,0.28,0,0.07,0.59
3407,0.21,0.17,0.16,0.06,0.59
3408,0.44,0.13,0,0.02,0.59
3409,0.46,0.12,0,0.02,0.59
3410,0.55,0.03,0,0.01,0.59
3411,0.54,0,0,0.04,0.59
3412,0.53,0.02,0,0.04,0.59
3413,0.52,0.03,0,0.04,0.59
3414,0.47,0.11,0,0.01,0.59
3415,0.47,0.11,0,0.01,0.59
3416,0.33,0.21,0,0.05,0.59
3417,0.36,0.08,0.14,0.02,0.59
3418,0,0,0.59,0,0.59
3419,0.39,0.14,0.02,0.04,0.59
3420,0.36,0.16,0,0.07,0.59
3421,0.05,0.09,0.42,0.03,0.59
3422,0.13,0.22,0.01,0.23,0.59
3423,0.54,0,0.01,0.03,0.59
3424,0.51,0.04,0,0.05,0.59
3425,0.36,0.18,0,0.05,0.59
3426,0.33,0.22,0,0.04,0.59
3427,0.18,0.34,0,0.07,0.59
3428,0.29,0.22,0,0.08,0.59
3429,0.39,0.02,0.13,0.04,0.59
3430,0.2,0.22,0.08,0.08,0.59
3431,0.35,0.14,0,0.1,0.59
3432,0.25,0.25,0,0.09,0.59
3433,0.28,0.21,0,0.09,0.59
3434,0.34,0.13,0.11,0.01,0.59
3435,0.29,0.22,0,0.07,0.59
3436,0.14,0.37,0,0.07,0.59
3437,0,0,0.59,0,0.59
3438,0.26,0.22,0,0.1,0.59
3439,0.22,0.17,0.14,0.06,0.58
3440,0.15,0.37,0,0.07,0.58
3441,0.53,0.01,0,0.04,0.58
3442,0.29,0.22,0,0.07,0.58
3443,0.29,0.23,0,0.06,0.58
3444,0.28,0.25,0,0.05,0.58
3445,0,0,0.55,0.04,0.58
3446,0.29,0.19,0.07,0.04,0.58
3447,0.53,0.02,0,0.04,0.58
3448,0.3,0.18,0,0.1,0.58
3449,0.55,0.03,0,0.01,0.58
3450,0.06,0.04,0.47,0.01,0.58
3451,0.49,0.02,0,0.08,0.58
3452,0.35,0.03,0.17,0.03,0.58
3453,0.21,0.31,0,0.07,0.58
3454,0.35,0.18,0,0.05,0.58
3455,0.02,0.18,0,0.39,0.58
3456,0.3,0.22,0.02,0.04,0.58
3457,0.23,0.29,0,0.07,0.58
3458,0.31,0.22,0,0.05,0.58
3459,0.21,0.3,0,0.07,0.58
3460,0.54,0,0,0.04,0.58
3461,0.31,0.19,0.02,0.06,0.58
3462,0.32,0.22,0,0.04,0.58
3463,0.27,0.26,0,0.05,0.58
3464,0.28,0.22,0,0.07,0.58
3465,0.37,0.15,0,0.05,0.58
3466,0.27,0.06,0.22,0.03,0.58
3467,0.15,0.39,0,0.03,0.58
3468,0.14,0.4,0,0.04,0.58
3469,0.06,0.3,0.19,0.03,0.58
3470,0.28,0.22,0,0.07,0.58
3471,0.28,0.22,0,0.07,0.58
3472,0.23,0.16,0.16,0.04,0.58
3473,0,0,0.54,0.04,0.58
3474,0.33,0.22,0,0.03,0.58
3475,0.28,0.22,0,0.07,0.58
3476,0.32,0.22,0,0.04,0.58
3477,0.42,0.15,0,0.01,0.58
3478,0.25,0,0.31,0.02,0.58
3479,0.05,0.02,0.5,0.01,0.58
3480,0.53,0,0,0.04,0.58
3481,0.28,0.22,0,0.07,0.58
3482,0.32,0.22,0,0.04,0.58
3483,0,0,0.58,0,0.58
3484,0.53,0,0,0.04,0.58
3485,0.21,0.27,0,0.09,0.58
3486,0.24,0.05,0.26,0.03,0.58
3487,0,0,0.58,0,0.58
3488,0.43,0.09,0,0.06,0.58
3489,0.27,0.11,0.14,0.06,0.58
3490,0.36,0.1,0.06,0.06,0.58
3491,0.32,0.22,0,0.04,0.58
3492,0.45,0.12,0,0.02,0.58
3493,0.54,0,0,0.04,0.58
3494,0.28,0.22,0,0.07,0.58
3495,0.48,0.02,0,0.08,0.58
3496,0.38,0.12,0,0.07,0.58
3497,0.1,0.41,0.01,0.06,0.58
3498,0.52,0.02,0,0.04,0.58
3499,0.32,0.22,0,0.04,0.58
3500,0.34,0.17,0.02,0.05,0.58
3501,0.55,0.02,0,0,0.58
3502,0,0.53,0,0.04,0.58
3503,0.53,0.02,0,0.03,0.58
3504,0.28,0.22,0,0.07,0.58
3505,0.08,0.37,0,0.12,0.57
3506,0.28,0,0.27,0.02,0.57
3507,0.24,0.16,0.13,0.04,0.57
3508,0.29,0.23,0,0.06,0.57
3509,0.49,0.04,0,0.04,0.57
3510,0.53,0,0,0.04,0.57
3511,0.32,0.24,0,0.02,0.57
3512,0.28,0.22,0,0.07,0.57
3513,0.41,0.15,0,0.01,0.57
3514,0.23,0.28,0,0.06,0.57
3515,0,0,0.57,0,0.57
3516,0.37,0.15,0,0.05,0.57
3517,0.27,0.24,0,0.06,0.57
3518,0,0,0.54,0.04,0.57
3519,0.41,0.15,0,0.01,0.57
3520,0.24,0.24,0.01,0.09,0.57
3521,0.53,0,0,0.04,0.57
3522,0.11,0.08,0.35,0.04,0.57
3523,0.22,0.02,0,0.33,0.57
3524,0.21,0.23,0,0.13,0.57
3525,0.25,0.27,0,0.06,0.57
3526,0.44,0.11,0,0.02,0.57
3527,0.3,0.17,0.04,0.05,0.57
3528,0.01,0.45,0,0.11,0.57
3529,0.52,0.01,0,0.04,0.57
3530,0.47,0.02,0,0.08,0.57
3531,0.38,0.15,0,0.04,0.57
3532,0.51,0.02,0,0.04,0.57
3533,0.36,0.12,0.03,0.07,0.57
3534,0,0,0.57,0,0.57
3535,0.48,0.08,0,0,0.57
3536,0.52,0.01,0,0.04,0.57
3537,0.1,0.12,0.29,0.07,0.57
3538,0.27,0.25,0,0.05,0.57
3539,0.43,0.12,0,0.02,0.57
3540,0.11,0.08,0.35,0.03,0.57
3541,0.32,0.2,0,0.05,0.57
3542,0.5,0.03,0,0.04,0.57
3543,0.28,0.22,0,0.07,0.57
3544,0.47,0.02,0,0.08,0.57
3545,0.42,0.11,0.02,0.02,0.57
3546,0,0,0.57,0,0.57
3547,0.45,0.1,0,0.02,0.57
3548,0.19,0.25,0.04,0.09,0.57
3549,0,0,0.57,0,0.57
3550,0.29,0.22,0,0.06,0.57
3551,0.39,0.16,0,0.02,0.57
3552,0.19,0.15,0.17,0.05,0.57
3553,0.31,0.21,0,0.04,0.57
3554,0.28,0.22,0,0.07,0.57
3555,0.28,0.19,0,0.09,0.57
3556,0.4,0.12,0,0.05,0.57
3557,0.19,0.31,0,0.06,0.57
3558,0.09,0.4,0,0.07,0.57
3559,0.21,0.22,0.05,0.09,0.57
3560,0.24,0.28,0,0.05,0.56
3561,0.11,0.08,0.34,0.04,0.56
3562,0.44,0.11,0,0.02,0.56
3563,0.23,0.18,0.09,0.06,0.56
3564,0.26,0.04,0.24,0.03,0.56
3565,0.4,0.15,0,0.01,0.56
3566,0.4,0.15,0,0.01,0.56
3567,0.28,0.22,0,0.07,0.56
3568,0.4,0.15,0,0.01,0.56
3569,0.28,0.22,0,0.07,0.56
3570,0.31,0.11,0.13,0.01,0.56
3571,0.4,0.14,0,0.02,0.56
3572,0.28,0.22,0,0.07,0.56
3573,0.31,0.21,0,0.04,0.56
3574,0.28,0.21,0,0.07,0.56
3575,0.41,0.08,0,0.07,0.56
3576,0.4,0.15,0,0.01,0.56
3577,0.28,0.21,0,0.07,0.56
3578,0.27,0.05,0.22,0.03,0.56
3579,0.28,0.21,0,0.07,0.56
3580,0.31,0.21,0,0.04,0.56
3581,0.32,0.19,0,0.05,0.56
3582,0.28,0.21,0,0.07,0.56
3583,0.39,0.15,0,0.02,0.56
3584,0.28,0.22,0,0.06,0.56
3585,0.27,0.21,0,0.07,0.56
3586,0.4,0.15,0,0.01,0.56
3587,0.43,0.11,0,0.02,0.56
3588,0.31,0.21,0,0.04,0.56
3589,0.41,0.11,0,0.04,0.56
3590,0.49,0.02,0,0.04,0.56
3591,0.43,0.11,0,0.02,0.56
3592,0.39,0.09,0.07,0.01,0.56
3593,0.09,0.02,0.45,0,0.56
3594,0.27,0.21,0,0.07,0.56
3595,0.26,0.14,0.12,0.04,0.56
3596,0.15,0.12,0.26,0.04,0.56
3597,0.44,0.08,0,0.04,0.56
3598,0.13,0.09,0.27,0.06,0.56
3599,0.34,0.15,0.01,0.05,0.56
3600,0.15,0.35,0,0.07,0.56
3601,0,0,0.56,0,0.56
3602,0.27,0.21,0,0.07,0.56
3603,0.27,0.23,0,0.06,0.56
3604,0.27,0.21,0,0.07,0.56
3605,0.4,0.15,0,0.01,0.56
3606,0.4,0.15,0,0.01,0.56
3607,0.39,0.15,0,0.02,0.56
3608,0.32,0.18,0,0.05,0.56
3609,0.17,0.24,0,0.14,0.56
3610,0.27,0.21,0,0.07,0.56
3611,0,0,0.56,0,0.56
3612,0.49,0.02,0,0.04,0.56
3613,0.52,0.02,0,0.02,0.56
3614,0,0,0.56,0,0.56
3615,0.28,0.23,0,0.04,0.56
3616,0.48,0.04,0,0.04,0.56
3617,0.18,0.09,0.22,0.06,0.56
3618,0.27,0.23,0,0.06,0.56
3619,0.24,0.26,0,0.06,0.56
3620,0.27,0.21,0,0.07,0.56
3621,0.37,0.02,0.14,0.03,0.56
3622,0.5,0.02,0,0.03,0.56
3623,0.51,0,0,0.04,0.56
3624,0.27,0.21,0,0.07,0.56
3625,0.18,0.36,0,0.02,0.56
3626,0.42,0.12,0,0.01,0.56
3627,0.39,0.08,0.02,0.06,0.56
3628,0.37,0.14,0,0.05,0.56
3629,0.27,0.18,0.06,0.04,0.55
3630,0.15,0.2,0.14,0.07,0.55
3631,0.31,0.21,0,0.04,0.55
3632,0.41,0.11,0,0.04,0.55
3633,0.35,0.16,0,0.05,0.55
3634,0.27,0.21,0,0.07,0.55
3635,0.34,0.01,0.15,0.06,0.55
3636,0.35,0.13,0,0.08,0.55
3637,0.42,0.11,0,0.02,0.55
3638,0,0,0.55,0,0.55
3639,0.22,0.28,0,0.05,0.55
3640,0.24,0.22,0,0.09,0.55
3641,0.4,0.13,0,0.02,0.55
3642,0,0,0.52,0.04,0.55
3643,0,0,0.55,0,0.55
3644,0.3,0.17,0,0.07,0.55
3645,0.52,0.03,0,0.01,0.55
3646,0.31,0.21,0,0.04,0.55
3647,0.52,0,0,0.04,0.55
3648,0.31,0.21,0,0.04,0.55
3649,0,0,0.55,0,0.55
3650,0,0,0.55,0,0.55
3651,0.21,0.16,0.12,0.05,0.55
3652,0.27,0.21,0,0.07,0.55
3653,0.29,0.15,0.04,0.07,0.55
3654,0.32,0.16,0.03,0.05,0.55
3655,0.47,0.04,0,0.04,0.55
3656,0.18,0.27,0,0.1,0.55
3657,0.33,0.22,0,0,0.55
3658,0.17,0.33,0,0.05,0.55
3659,0,0,0.55,0,0.55
3660,0.5,0.01,0,0.05,0.55
3661,0.51,0,0,0.04,0.55
3662,0.51,0,0,0.04,0.55
3663,0.34,0.18,0,0.02,0.55
3664,0.22,0.08,0.24,0.01,0.55
3665,0.31,0.21,0,0.04,0.55
3666,0.2,0.25,0.02,0.09,0.55
3667,0.31,0.21,0,0.04,0.55
3668,0,0,0.51,0.04,0.55
3669,0,0,0.55,0,0.55
3670,0.4,0.13,0,0.02,0.55
3671,0,0,0.55,0,0.55
3672,0.18,0.21,0.07,0.08,0.55
3673,0.39,0.15,0,0.01,0.55
3674,0,0,0.55,0,0.55
3675,0.3,0.19,0,0.05,0.55
3676,0.31,0,0.21,0.03,0.55
3677,0.49,0.02,0,0.04,0.55
3678,0.39,0.15,0,0.01,0.55
3679,0.11,0.05,0.36,0.02,0.55
3680,0.29,0.2,0.02,0.04,0.55
3681,0.39,0.14,0,0.02,0.55
3682,0.45,0.02,0,0.07,0.55
3683,0.22,0.24,0.03,0.05,0.55
3684,0.51,0,0,0.04,0.55
3685,0.27,0.21,0,0.07,0.55
3686,0.3,0.21,0,0.04,0.55
3687,0.4,0.12,0,0.02,0.55
3688,0.26,0.08,0.13,0.07,0.55
3689,0.12,0.32,0,0.1,0.54
3690,0.36,0,0,0.19,0.54
3691,0,0.06,0,0.48,0.54
3692,0.49,0.02,0,0.04,0.54
3693,0.46,0.03,0.01,0.05,0.54
3694,0.4,0.12,0,0.02,0.54
3695,0.16,0.35,0,0.04,0.54
3696,0,0,0.54,0,0.54
3697,0,0,0.54,0,0.54
3698,0.4,0.03,0.08,0.04,0.54
3699,0.29,0.17,0.04,0.05,0.54
3700,0.07,0.4,0,0.07,0.54
3701,0.42,0.11,0,0.02,0.54
3702,0.11,0.27,0.02,0.14,0.54
3703,0.27,0.21,0,0.07,0.54
3704,0.4,0.08,0.03,0.04,0.54
3705,0.08,0.33,0.01,0.11,0.54
3706,0.25,0.2,0,0.08,0.54
3707,0.14,0.11,0.25,0.04,0.54
3708,0.39,0.14,0,0.01,0.54
3709,0.15,0.3,0,0.09,0.54
3710,0,0.14,0.38,0.02,0.54
3711,0,0,0.54,0,0.54
3712,0.29,0.21,0,0.05,0.54
3713,0.13,0.24,0.1,0.07,0.54
3714,0.25,0.23,0,0.06,0.54
3715,0.26,0.21,0,0.07,0.54
3716,0.42,0.09,0,0.04,0.54
3717,0.43,0.1,0,0.02,0.54
3718,0.5,0.03,0,0.01,0.54
3719,0.43,0.1,0,0.01,0.54
3720,0.11,0.39,0,0.03,0.54
3721,0,0,0.54,0,0.54
3722,0.39,0.1,0.01,0.04,0.54
3723,0.21,0.13,0.13,0.06,0.54
3724,0.09,0.06,0.35,0.04,0.54
3725,0.29,0.08,0.16,0.01,0.54
3726,0,0,0.54,0,0.54
3727,0.24,0.23,0,0.06,0.54
3728,0,0,0.5,0.04,0.54
3729,0.4,0.1,0,0.04,0.54
3730,0.12,0.16,0.18,0.09,0.54
3731,0.28,0.21,0,0.05,0.54
3732,0.51,0,0,0.03,0.54
3733,0.33,0.03,0.15,0.03,0.54
3734,0.13,0.29,0.01,0.11,0.54
3735,0.22,0.23,0,0.09,0.54
3736,0.39,0.14,0,0.01,0.54
3737,0.32,0.17,0,0.05,0.54
3738,0.42,0.11,0,0.01,0.54
3739,0.35,0.14,0,0.05,0.54
3740,0.46,0.06,0,0.02,0.54
3741,0.42,0.08,0,0.04,0.54
3742,0.39,0.01,0.1,0.04,0.54
3743,0,0,0.54,0,0.54
3744,0.26,0.21,0,0.07,0.54
3745,0,0.05,0.48,0,0.54
3746,0.45,0.02,0,0.07,0.54
3747,0.3,0.2,0,0.04,0.54
3748,0.14,0.32,0,0.08,0.54
3749,0.32,0.17,0,0.04,0.54
3750,0.5,0.03,0,0.01,0.54
3751,0.04,0.01,0.48,0,0.54
3752,0.26,0.2,0,0.07,0.54
3753,0.26,0.2,0,0.07,0.54
3754,0.22,0.05,0.24,0.03,0.54
3755,0.41,0.11,0,0.01,0.54
3756,0.26,0.2,0,0.07,0.54
3757,0.13,0.37,0,0.04,0.54
3758,0,0,0.53,0,0.53
3759,0.21,0.27,0,0.05,0.53
3760,0.26,0.2,0,0.07,0.53
3761,0.07,0.05,0.38,0.03,0.53
3762,0.45,0.02,0,0.07,0.53
3763,0.49,0,0,0.04,0.53
3764,0.26,0.2,0,0.07,0.53
3765,0.25,0.07,0.17,0.05,0.53
3766,0.15,0.07,0.27,0.05,0.53
3767,0.26,0.2,0,0.07,0.53
3768,0.38,0.14,0,0.01,0.53
3769,0.44,0.02,0,0.07,0.53
3770,0.3,0.2,0,0.03,0.53
3771,0.26,0.2,0,0.07,0.53
3772,0.4,0.11,0,0.02,0.53
3773,0.18,0,0.33,0.02,0.53
3774,0.26,0.21,0,0.06,0.53
3775,0.26,0.2,0,0.07,0.53
3776,0.3,0.2,0,0.03,0.53
3777,0.26,0.2,0,0.07,0.53
3778,0.4,0.11,0,0.02,0.53
3779,0.3,0.2,0,0.03,0.53
3780,0.28,0.19,0.02,0.04,0.53
3781,0.39,0.1,0,0.04,0.53
3782,0,0,0.53,0,0.53
3783,0,0,0.53,0,0.53
3784,0,0,0.53,0,0.53
3785,0.34,0.17,0,0.02,0.53
3786,0.09,0.32,0,0.12,0.53
3787,0.23,0.14,0.12,0.04,0.53
3788,0.32,0.19,0,0.01,0.53
3789,0.12,0.26,0.02,0.14,0.53
3790,0.32,0.19,0,0.02,0.53
3791,0.16,0.28,0,0.09,0.53
3792,0.26,0.2,0,0.07,0.53
3793,0.31,0.19,0,0.03,0.53
3794,0.26,0.2,0,0.07,0.53
3795,0.2,0.27,0.02,0.05,0.53
3796,0.43,0.09,0,0.01,0.53
3797,0.48,0,0,0.04,0.53
3798,0.35,0.1,0,0.08,0.53
3799,0.41,0.11,0,0.01,0.53
3800,0.27,0.21,0,0.05,0.53
3801,0.5,0,0,0.03,0.53
3802,0,0,0.49,0.03,0.53
3803,0.23,0.2,0.01,0.08,0.53
3804,0.32,0.15,0,0.05,0.53
3805,0.28,0.2,0,0.05,0.53
3806,0.17,0.26,0,0.1,0.53
3807,0.48,0,0,0.04,0.53
3808,0.08,0.29,0,0.16,0.53
3809,0.26,0.2,0,0.07,0.53
3810,0.41,0.11,0,0.01,0.53
3811,0.26,0.2,0,0.07,0.53
3812,0.44,0.02,0,0.07,0.53
3813,0.2,0.2,0,0.13,0.53
3814,0,0,0.53,0,0.53
3815,0.48,0.01,0,0.04,0.53
3816,0.28,0.17,0,0.08,0.53
3817,0.3,0.03,0.16,0.03,0.53
3818,0.35,0.13,0,0.05,0.53
3819,0.22,0.16,0.04,0.1,0.53
3820,0.49,0.03,0,0,0.53
3821,0.49,0.03,0,0,0.53
3822,0,0,0.49,0.03,0.53
3823,0.26,0.2,0,0.07,0.53
3824,0.24,0.09,0.19,0.01,0.52
3825,0,0,0.52,0,0.52
3826,0.47,0.01,0,0.04,0.52
3827,0.29,0.2,0,0.03,0.52
3828,0.46,0.01,0.02,0.04,0.52
3829,0,0,0.52,0,0.52
3830,0.37,0.11,0,0.04,0.52
3831,0.09,0.37,0,0.07,0.52
3832,0.45,0.04,0,0.04,0.52
3833,0.46,0.02,0,0.05,0.52
3834,0.13,0,0,0.39,0.52
3835,0.29,0.2,0,0.03,0.52
3836,0.47,0,0,0.04,0.52
3837,0.29,0.2,0,0.03,0.52
3838,0.44,0.04,0,0.04,0.52
3839,0.18,0.14,0.16,0.05,0.52
3840,0.26,0.2,0,0.07,0.52
3841,0.39,0.11,0,0.02,0.52
3842,0.18,0.08,0.22,0.04,0.52
3843,0.46,0,0.02,0.04,0.52
3844,0.35,0.12,0,0.06,0.52
3845,0.29,0.2,0,0.03,0.52
3846,0.28,0.07,0.16,0.01,0.52
3847,0.29,0.2,0,0.03,0.52
3848,0.15,0.07,0.28,0.02,0.52
3849,0.12,0.08,0.28,0.03,0.52
3850,0.17,0.29,0,0.06,0.52
3851,0.23,0.24,0,0.05,0.52
3852,0.26,0.15,0.01,0.1,0.52
3853,0.09,0.32,0,0.11,0.52
3854,0.46,0.02,0,0.03,0.52
3855,0.21,0.21,0,0.09,0.52
3856,0.17,0.13,0.18,0.04,0.52
3857,0,0,0.52,0,0.52
3858,0.25,0.19,0.02,0.06,0.52
3859,0.44,0.04,0,0.04,0.52
3860,0.25,0.2,0,0.07,0.52
3861,0.38,0.12,0,0.02,0.52
3862,0.37,0.14,0,0.01,0.52
3863,0.36,0.04,0.08,0.04,0.52
3864,0.47,0,0.01,0.04,0.52
3865,0.25,0.2,0,0.07,0.52
3866,0.1,0.07,0.31,0.03,0.52
3867,0,0,0.52,0,0.52
3868,0.25,0.2,0,0.07,0.52
3869,0.37,0.14,0,0.01,0.52
3870,0.37,0.14,0,0.01,0.52
3871,0.48,0,0,0.04,0.52
3872,0.17,0.11,0.2,0.03,0.52
3873,0.46,0.05,0,0,0.52
3874,0.35,0.12,0,0.05,0.52
3875,0.38,0.11,0,0.02,0.52
3876,0.29,0.19,0,0.03,0.52
3877,0.25,0.2,0,0.07,0.52
3878,0.46,0.02,0,0.04,0.51
3879,0.13,0.1,0.25,0.03,0.51
3880,0,0.46,0,0.06,0.51
3881,0.29,0.17,0.01,0.04,0.51
3882,0.48,0.03,0,0.01,0.51
3883,0.25,0.2,0,0.07,0.51
3884,0.34,0.13,0,0.04,0.51
3885,0.13,0.07,0.27,0.05,0.51
3886,0.17,0.25,0,0.09,0.51
3887,0.08,0.05,0.35,0.03,0.51
3888,0.35,0.12,0,0.04,0.51
3889,0.25,0.2,0,0.07,0.51
3890,0.18,0.29,0,0.04,0.51
